koargo 1 günde geldi araca taktım fakat ürün hiç güzel değil kumaşı resimdeki gibi kaliteli değil dikiş iplikleri mavi aldığım bej rengi takarken sökülüyor bej rengine mavi iplik olmamalı sırıtıyor kalitesi 200 tl edecek mal değil en fazla 70 80 lira ede	Neutral
Resimlerde görüldüğü kadar büyük değil.	Happy
ÜRÜNÜN İADESİNİ GERÇEKLEŞTİRMİYORLAR	Sad
Birebir araca uyumlu bir ölçüde olduğunu düşünmeyin Ayrıca soğuk kaynak yerine dikiş kullanılmış ve iç kısımdaki miflon kaplama yeterli değil	Sad
Özlenen koku!!:) uzun süredir hiçbiyerde bulamamıştım teşekkürler	Sad
ÜRÜN 1 HAFTA DA ANCAK ELİME ULAŞTI O KADAR TAKİP ETMEME VE ARAYIP SORMAMA RAĞMEN FAZLA SÖZE GEREK YOK HİZMET ORTADA TEŞEKKÜRLER İLGİNİZ İÇİN...	Sad
Ürün orjinal ama geç kargo	Neutral
Ürün hasarlı elime ulaştı.Kavanoz kırılmış olarak teslim edildi.Urun çöpe gittim	Neutral
Barlar çok dandik	Happy
Ürün görseldeki gibi aynı ancak parlaklık yok bu parayada ancak bu gelirdi ancak sagıcı ile iletişim kuramıyorsun aracımın modelini söylememe rağmen yanlış geldi bende uzunlarda kullandım. Daha kaliteli ürün alınabilir	Neutral
Ürün düzgün bir şekilde geldi.	Happy
Beni rezil eden bi satıcı oldu..Ürünün çok acil elime ulaşması gerektiğini satıcıya mesaj attım.Tamam şu gün dedi kargolamadı. Son gün kargoya verdi.Kargo zaten 4 günde getirdi.İlk defa bu derece mağdur oldum.Bu satıcıya yakışmadı.Tavsiye etmiyorum ------	Sad
Paket &#128078;	Happy
urun eksık geldı ve halen eksik parça bır hafta oldu ulaşmadı...	Sad
Kargoda sorun çıktı kimse tarafıma ulaşmadı satıcı numarasını bularak kendim ulaştım.site üzerinden attığım mesaja günlerce kimse dönmedi. memnun kalmadım	Sad
Hediye paketi rica ettik cevap bile vermedi. Urunu faturasiz gonderdi.	Neutral
bana bu vites topuzunun benım araca uyumlu oldugunu soylenılmesıne rahmen vites topuzunu kullanamadımaracımauyumlu cıkmadı.	Sad
Gayet iyi fiyatına göre güzel	Happy
Beden tam uyumlu.	Happy
Urun çok dandik	Happy
Sağlam teslim aldım paketleme özenliydi.kargoda sıkıntı yaşadım satıcının kabahati değil. kargo firmasının eksikliği.saticinin gönderirken üzerine telefon ihbarli yazdığı halde kargo geliyor evde yokum diye 2kere geri dönüyor aramak akıllarına gelmiyor.	Sad
NİYE ACABA OLUMSUZ YORUMLARIN YAYINLANIYOR ÇOK MERAK EDİYORUM.AYNI GÜN KARGO DENİLMESİNE RAĞMEN BIRAKIN AYNI GÜN KARGOYU 2 GÜN SONRASINA BİLE ÜRÜNÜ GÖNDERMEDİLER ÜSTELİK MESAJLARIMA CEVAP VERMEMELERİ DE CABASI KESİNLİKLE TAVSİYE ETMİYORU.	Sad
sipariş ettiğim ürün gelmedi, satıcı geri gönder dedi ama benim istediğim ürün tülenmiş	Neutral
Ürün gayet güzel. Hiç bir şüpheniz olmasın. Bulup bulabileceğiniz en düşük fiyatlı 16 gb micro sd kart. Tereddütsüz tavsiye ederim. Tek sorun ise ürünün kargo kargo kısmında Yurtiçi Kargo ile kargolanıyor yazması ama Sürat Kargo ile kargolanması.	Neutral
Cok gec yetisiyr elime	Neutral
formlu diye gönderdiklkeri çıtalar alalede kesilmiş düz çıta çıktı üstelik almadan önce mesaj yazıp sormustum	Happy
Hızlı kargo, hızlı cevaplar. Teşekkürler.	Happy
Çok hızlı bir şekilde elime ulaştı. Herhangi bir sorun yaşamadım. Teşekkürler	Sad
özenli ambalaj, hızlı kargo, çok teşekkürler.	Happy
Ürünü henüz kullanamadık ama kargolan ma işlemi çok hızlı	Neutral
Siparişimden sonraki ikinci gün ürün bana ulaştı. Müthiş hız. Teşekkürler&#128079;	Neutral
phşo gp8hğ	Happy
Ürün iyi gözüküyor fakat satış sonrası mağazanın iletişimi kötü. Ürün elime geçtikten sonra sorduğum soruya hala cevap alamadım.ürünle ilgili birkaç sorum vardı ama cevap verilmediği için öğrenemedim.İlginiz ürünü satana kadar olmamalı.	Neutral
hızlı kargo ve güzel paket için teşekkür ederim	Happy
Hızlı kargo.saglam ürün.tesekkurler	Happy
Kesinlikle öneriyorum ürün ekstra kaliteli mağaza zaten fazla söze gerek yok teşekkürler gittigidiyor&newyorker34	Happy
KARGONUZU DEĞİŞTİRİN ÜRÜN PROBLEMSİZ	Happy
Ürün resmindeki renkde değildi	Happy
Yağ üzerindeki tarih 06.17 idi, sitesinde raf ömrü 10yıl yazdığı için pek onemsemedim . dışında paketlenmesi falan sorunsuz.	Sad
Faturamı göndermedi,daha sonra faturasının olmadığını belirtince elle doldurulmuş fatura gönderdi,ürünün orijinal olmadığını düşünüyorum	Sad
Hızlı kargo. İlgili satıcı. Çok teşekkür ederim.	Happy
Teşekkürler	Happy
Ürünün fiyatındanda anlayacağınız şekilde muntazaman bir ses kalitesi beklemeyin. Bluetooth konusunda başarılı, şarjı henüz tam performans deneyimleyemedim. Ürünler sorunsuz elime ulaştı. Satıcıya teşekkür ediyorum.	Sad
Hiçbir mesaja cevap vermiyor satıcı, kargo bilgileri yanlış ürün çok geç geldi.	Sad
Aynı gün ücretsiz kargo yazıyor satış seçeneğinde ama kargo parası ödemeli geldi . Ürün sağlam çalışıyor erken teslimat .	Neutral
Asics marka ayakkabılar Türk ölçülerine göre en az bir numara kadar küçük. Bunu bildiğim için bir numara büyük sipariş ettiğim halde o bile küçük geldi. Satıcının veya aracının kusuru değil elbette ancak Asics marka ayakkabı alacaklar bu konuya dikkat!!!	Neutral
Teşekkür ederim.	Happy
orjinal ürünün fiyatıyla kıyasladığınızda güzel bir fiyat. İşinizi görebilecek bir ürün.	Happy
urun kırık geldı	Happy
ilk defa gitti gidiyordan ürün aldım.ürünün tanıtımında orjinal yazıyordu.ürünün orjinallikle bir alakası yok.	Happy
Ürün gec geldi.	Neutral
Ayakkabinin ucunda yapiskani kumasina bulasmis bir sekilde geldi. Insallah kullanirken kusa surede deformasyona ugramaz.Ilk kez bir Superga'da boyle birsey goruyorum. Umarim gercekten orjinal ve saglam urundur.	Neutral
çok iyi bir firma teşekkür ederim	Happy
makine fena değil ama hafif tüy bırakıyor	Neutral
ÜrünSorunsuz Elime Geçti Herkese Teşekkürler.	Happy
nötr	Happy
Orijinal değil	Happy
Ürün beklediğim gibi çıkmadı boşluk kısımları yağmur luk kumaştan sert bir cisme temas etse yırtılacak gibi kusura bakmayın ben komple standart süet sandım	Sad
Notr	Happy
Çok geç geldi verdiğim sipariş	Neutral
Ürün faturası yok gelmedi Gelmesi uzun sürdü	Sad
Kullanım kılavuzu yok ve garanti belgesi yok	Happy
ÜTÜNÜN İÇİNDE SU VARDI KULLANILMIŞ YADA DENENMİŞ ÜTÜ YOLLANMIŞ.BURDA UPS KARGO UZAKTA OLDUĞU İÇİN ONAYLAMAK ZORUNDA KALDIM ALICILARIN DİKKATİNE...!	Happy
Ürünüm hızlıca servis tarafından getirildi ve kuruldu. Teşekkürler	Happy
Olmauz vermemin sebebi kargo sirketinin sorumsuz olusu bide kargo dalga gecer gibi telefon acip gelin alin demeleri Eger alisverislerinizde kargo sirketi aras ise bi daha dusunun derim hizmet kalitesi cok kotu	Sad
Stıcının sorunu yok ama kargo çok sıkıntılı başka bir kargo şirketi ile anlaşması avantajına olur.	Neutral
Ürün çok inçe bagaçj havuzu tam oturmuyor	Sad
Olumlu	Happy
Güzel bir ürün parasının hakkını veriyor ama paketleme çok kötü geldiğinde kutu açıktı	Neutral
urunun kodunu girip onaylatim. urun orjinal ancak tester urunu.benim icin sorun olmadi. alacak olanlarin bilmesini isterim.	Neutral
1 hafta oldu hala gelmedi	Sad
Paketleme biraz amator onun disinda sorun yok	Sad
Kaliteli urun, hızlı kargo	Happy
179 liraya aldım 149 liraya düşürdüler bi gün sonra	Neutral
çakmak soketi çok fazla ısınma yapıyor.fiyat iyi yalnız	Neutral
Güzel ürün, teşekkür ederim.	Happy
Sarj cihazi kablosunda yüzülme vardi	Sad
kargo 5 günde geldi satıcıda sorun yok ama aras kargoyu hemen bırakmallısın	Neutral
ÜRÜN HEMEN KARGOLANDI VE COK GÜZEL PAKETLENMİŞ AYRICA YANINDA MİNİK BİR HEDİYE DE GELMİŞ.MAĞAZAYA ÇOK TEŞEKKÜRLER	Happy
Urun faturasi gelmedi	Sad
Ürün xioami note 4 x olarak geldi Allah'tan mediatek değildi aynı olduğu için geri göndermedim kutuya hatirlatmamdan dolayı iki adet dönüştürücü koymuşlar silikon kılıf 4x uyumlu değil global sürüm sıkıntı yok şimdilik kutu üstünde note 4 yazıyordu	Sad
Başarılı ürün Başarılı teslimat	Happy
Ürün 1 haftadan fazla sürede geldi	Happy
Teşekkürler	Happy
Urunler siparis ettigim gibi aynisi geldi tabletime de uydu begendim tavsiye ederim tesekkurler.	Happy
Teşekkürler	Happy
Üründe eksik parça var .	Neutral
Ürün çok büyük...L beden yazıyor ama 3 XL Öğretmenler günü için aldım...iade Edemedim.mecburen terziye yaptırdım	Neutral
Hızlı kargo teşekkürler.	Happy
Çok memnun kaldım, teşekkürler.	Happy
Göndermediler, yazdığım mesaja cevap da vermediler.	Sad
her şey mükemmel,teşekkürlerimle...	Happy
teşekkürler	Happy
Ürün geç geldi. İletişime kimse geçmedi. Firma biraz duyarsız. İlk ve son alışım.	Sad
Teşekkürler.	Happy
Urunde yirtik var	Happy
süper hızlı kargo,düzgün ambalaj, ilanda belirtilen ile aynı ürün 24 saatten önce ulaştı.	Happy
Kargo çok hızlıydı ama ürün kedimin tüylerini toplamıyor	Neutral
Plastik kapak kapanmadi biraz daha ufak olsaydi yuvaya tam oturucakti	Sad
Şljjl	Happy
LOGITECH ÇANTA DİYE BELİRTİLEN ÇANTANIN LOGİTECH İLE ALAKASI YOK. GÖNDERİLEN ÇANTA, 10 LİRALIK ÇANTA. ÜRÜNÜN KARGOLAMA SÜRECİ BERBAT Kİ TAHMİN EDİYORUM ÜRÜN ELLERİNDE KALMADI AMA PARAYI KAÇIRMAMAK İÇİN PİYASADAN DANDİK ÜRÜN TOPLANDI GÖNDERİLDİ KÖTÜ SATICI	Sad
Ayakkabı numara değişimi diye geri gönderdik para iadesi yapmışlar onca beklemeye rağmen istesek yapmazlar ilginç netten ayakkabı almamak lazımmış	Sad
Ürün megane 2 hb e göre değil. Satıcı ise saygısız ve seviyesiz.	Neutral
Çok hızlı geldi &#128077; şimdi kullanacağım bakalım	Happy
Gümüş istedim gold rengi geldi	Happy
Kutu ezilmişti	Happy
teşekkürler.	Happy
Oyuncak Çok kaliteli değil	Happy
Korgo ucreti	Happy
güzel ayakkabı ama harika değil	Neutral
Sızma yapmış ürün 7 ağustos 2017 üretimi Kasım aralık bari olsaydı. Neyse deneyecez bakalım.	Sad
satıcı hemen cevap veriyor, ürün elimize hızlıca ulaştı.	Happy
tşk	Happy
İlgili satıcı. Güzel paketleme. Resimde görünen ve açıklamalardaki ürünün aynısı geldi. Bana gelen ürün 2017/09 tarihli. 5 yıl raf ömrü olduğunu düşünürsek, 1 yıl çok normal. Teşekkürler.	Neutral
Üründe sıkıntı yok kaliteliye benziyor ama kargo firmasıni degiştirin bence adresime getirmediler ben gidip aldım çok yoğunlarmiş.	Neutral
Ürünü sipariş vereli 10 gün oldu kargo hala gelmedi, iptalini istedim şimdi de ödeme satıcıya aktarılmıştır diye gözüküyor. Birçok kez satıcıya mesaj gönderdim cevap gelmedi. Resmen dolandırıcılık bu yazıklar olsun.	Sad
Teşekkürler	Happy
Püskülleri çıkmadı kargodan birkaç vida eksik geldi bisiklette sorun yoktu	Sad
Ürün gayet güzel gözüküyor akşam sipariş verdim ertesi gün kargoya verildi kargpya verildikten sonraki gün elime ulaştı	Happy
teşekkürler	Happy
Geç kalma	Sad
Çok Güzel olmuş Teşekkürler Arkadaşlara İlgi alakada 10 numara bu arada	Happy
Yjmhıl	Happy
Çok güzel teşekkürler	Happy
Sag ayakkabi ic yuzeyinde dikis hatasi mevcut korayspor dan degisim talebinde bulundum K	Happy
ben ürünü kalitesine göre biraz pahalı buldum.	Happy
orijinallık konusunda pek emin olamadım. Ama inşallah yanılıyorumdur...	Neutral
Ambalaj kutusu ezikti.Daha dikkatli sarıkabilirdi.Kargolama hızlıydı..	Sad
Ürün çok kullanışlı değil.	Happy
Ürün güzel iş görür kargo hızlı fakat faturasız geldi garanti belgesinde keşe imza hiçbir şey yok.	Neutral
merhabalar , sadece beyaz taşla olan aksesuar istemiştim. Renkli gönderilmiş :(	Happy
kargo ücreti olması hoşuma gitmedi	Sad
görsselde yazan ürünü gönddermedi iade etmedim çünkü başka müşterime sattım...	Sad
Böyle bir üründe tek beklenti vaat edilen tarihte kargolanması olur diye düşünüyorum.1 gün geç kargolandı ama ilgililerdi ve gereken açıklama tarafima yapıldı.Memnunum (:	Sad
Sesi biraz boğuk çıkıyor müzikleri pek güzel değil ve uçakları sert plastikten o yüzden beşiğe koyup.cikarirken kafasına değecek diye korkuyorum beklediğim gibi bi ürün çıkmadı.	Neutral
Ürün hızlı bir şekilde kargoya verildi. Kutusunun içerisinde gerekli her şey ve garanti belgesi vardı. Fakat ürünün kutusu biraz zarar görmüş şekilde geldi. Kargo esnasında hoyrat davranılmış diye düşünüyorum.	Neutral
Kargo berbat .urun guzel	Neutral
Teslimat hızlı ama karısık renkler geldi yazdıgı gibi pembe mor degil	Neutral
Ürün boyutu resimde büyük görünüyor ama küçük..ses kalitesi iyi değil	Neutral
ekran camı çizik ve kapak kapanmıyor.	Sad
Ekran koruyucu tam olmadi. P20ye göre evet ama tam uygun üretilmemiş ustten tasiyor az. Bilginize	Neutral
Merhaba, ürünü verdiğim adresten bugün alabildim. Geç onay için kusura bakmayın. ürünler harika. çok beğendim. yıllar önce sizden alışveriş yapmıştım. hala kullanıyorum aldıklarımı. Çok teşekkürler...	Neutral
İyi	Happy
İlgi alaka gönderi hepsi on numara tşk ederim	Happy
Kesinlikle tavsiye ederim özel ilgi özel tasarım yapıldı ve mükemmel	Happy
,	Happy
Hic guzel degil	Happy
ürün eksik....	Neutral
paketleme berbat yağın yarısı yolda dökülmüş. aciliyetim olmasaydı iade ederdim. satıcı bundan sonra daha dikkatli yapsın paketlemeyi.	Sad
Çok iyi.	Happy
Ürün kaliteli f/p telefonu bu fiyata alınacak en iyi telefon bence yalnız kılıf ve ekran kırılmaz cam küçük tavsiye etmiyorum kargo on numara 2 . Gün geldi	Neutral
BEKLENTİMİN DIŞINDA BİR ÜRÜN	Happy
Bu kadarıda pes yani ne biçim iş bu urunu alıyom iptal ediyor	Neutral
Daha öncede kullanmıştım tavsiye ederim.	Happy
Ürünü zamanında kargoya vermediler. Mesajlarıma bile cevap vermediler. Müthiş kötü bir firma	Sad
Ürün kenarları silindir şeklinde olan beşiklere uyumlu değil	Happy
Kargo şirketleri iyi değildir	Happy
Iyı	Happy
Gecikmeli kargo ve bernat yurtici kargo !	Neutral
standart uygulamalar,tşk	Happy
Cihaz güzel ama kargoda kutu ezilmiş.daha güzel paketlenebilirdi.	Neutral
Kapaktaki fotoğraf düzgün kesilmemiş ve düzgün yapıştırılmamış.	Sad
ürünü paketlememiş. sadece streç film ile sarmış.	Sad
Kargo teslimatı çok geç	Neutral
TEŞEKKÜRLER..	Happy
teşekkürler	Happy
Sorunsuz alışveriş	Happy
Kar zinciri aldim.baska adrese yolladılar.kargo takibi ile zor elime geçti.gelen kar lastik zinciri tandik bisey.20 metrede çoğu koptu.	Neutral
Fena degil	Happy
Siparişin çok geç gelmesi, satıcının bu konuda bildirim yapmamıza rağmen geri dönüş yapmaması, kargo firmasının ürünü adrese teslim etmemesi şubeden alınacak diye gönderi yapılması... bu nedenlerle olumsuz puan verdim.	Sad
Güzel ürün. İş görüyor.	Happy
Bir kısmı akmış	Happy
Ürün açıklandığı gibi, tavsiye derim.	Happy
Bir önceki üründeki problem çözüldü ve sorunsuz iade ettik. Tekrar aldığımız ürüm sorunsuz ve hızlı elime ulaştı.	Neutral
ilği alaka için tşkler	Happy
Ben ürünü almadığım halde para satıcıya nasıl aktarılıyor ben iptalini yaptım başka ütünü iptal ettiniz	Sad
Film kalitesi oldukca kotu	Neutral
Gayet iyi. Çok fazla güç kullanmadan çamaşırlarınızı düzleştirebiliyorsunuz. Siparişten 5 gün sonra elimize ulaştı.	Happy
????????????	Happy
Beklediğim kalitede değildi. &#128532;	Happy
Oyuncak hatalı geldi nasıl degistirebilirim	Happy
PLAĞI ÇALDIĞIMIZ ZAMAN CIZIRTILARI ÇOKFAZLA AMA GENEDE DİNLENİYOR	Neutral
tesekkurler.	Happy
kargo ücretsiz olması gerekirken parası bana yansıdı	Happy
Hızlı alışveriş.	Happy
teşekkürler...	Happy
kargom 1 hafta boyunca göderici şubede bekletildi.aradığımda telefonlara çıkmadı.kargo şubesi de telefonlara çıkmıyor.adakent şubesi berbat gerçi aras kargo olduğunda insan şaşırmıyor.ilgisiz satıcı	Sad
Malzeme kalitesi iyi değil	Happy
Beklentimi karsilamadi .	Sad
ÜRÜN BEKLEDİĞİM KALİTEDE VE RENKTE GELMEDİ RESİMDE KARBEYAZ GELEN KIRIK BEYAZ AMA SATICI UZLAŞILABİLİR BİRİ MSJLARIMA CVP YAZDI	Neutral
MNG KARGO CANINA OT TIKAMIS KATLAMIŞLAR ZOR DÜZELTTİM. MNG Yİ BIRAKIN YA DA UYARIN ABİCİM.	Neutral
Ürün ayağımı sıktığı için bir numara büyüğünü talep ettim , 5-6 tane değişim yapılacaktır mesajına rağmen para iadesi yapılmış, iade sürecindede 1 hafta istediğim 42 numarası bitmiş,	Neutral
Ürünü karilmaz camlı aldım kırılmaz cami çıkmadi satış ayıbı	Sad
Notr	Happy
Hizli kargo guvenilir satici tskrler	Happy
Çabuk geldi fakat ürün bir ise yaramiyor	Neutral
Resimdeki gibi değil kandırıldım	Happy
Beğendim	Happy
Sayfaları eksik geldiğinden olumsuz diyorum.	Neutral
Ürün görselinde anlatıldığı gibi. Tsk	Happy
ürünü sorunsuz olarak kabul ettim teşekkürler	Happy
Parfüm kullanılmış diğerleri iyiydi	Happy
Urunu almaktan vazgecmeme ragmen satici kargoyu gonderdi gonderdigi urun sanki defolu gibi tuhaf bir urundu	Sad
Elektrikli ile şarj çalışması fakli 38 tl kargo dahil güzel tasarım Daha az fiyata bulursanız kaçırmayın derim güzel çalışıyor başlıklarını denemedim	Neutral
orjinal	Happy
Beklediğimden büyük bir maşa ve sağlamlığından emin değilim umarım ileriki dönemlerde arıza yapmaz. Onun dışında doğal dalga yapıyor ama ince telli saçlar için dalga ne kadar uzun süre dayanır bilemiyorum.	Neutral
kaliteli ürün ama yanlış numara geldi ve değişimi uzun sürdü	Neutral
İlgili,kaliteli ve güvenilir :)	Happy
geç kargoya verildi	Neutral
Satıcı beni kandırıp satışı durdurdu.Kur farkından dolayı satışı iptal ettiler.Ben madur	Neutral
teslimata geç verildi	Neutral
Urun çok kotu	Neutral
üründen çok memnun kaldık, satıcı sağolsun çok ilgili, kargonun biraz erken verilmesini talep ettim ve bu istediğimi yerine getirdi, teşekkür ederim	Happy
Ürün ve satıcı gayet olumlu	Happy
Kesinlikle önermiyorum. Gelen ürünlerin içleri yarıya kadar boş.. Sakın almayın..	Sad
Ürünün üretim tarihi 19.08.2015 , raf ömrü 5 sene yazsa da ne kadar etkili olur bilmiyorum. 2. nokta kapaktaki etiket kapak açılmış gibi yırtık ama ağırlığına bakarak kullanıldığını ( iade ürün olduğunu ) düşünmüyorum. tespitlerim bu kadar	Sad
2.3 Ghz işlemci beklemeyin 1.8 getiyorlar	Sad
ürün 10 günde kargolanamadı mesajlara cevap bile yok, tavsiye etmiyorum	Sad
Ayakkabı fiyatına göre rahat ayakkabı değil	Happy
arkadaşlar kesinlikle alış veriş yapmayınız berbat bir müşteri anlayışı sorumsuzluk zaten her yerede yazıcam KESİNLİKLE KORAY SPORDAN ALIŞ VERİŞ YAPMAYIN telde kemal bey her ne kadar durumu kurtarmaya çalışssada kurataramadı sakın sakın alışveriş yapmayın	Sad
ÜRÜNÜN KUTUSU TOZLU VE AYAKKABIDA KÜÇÜK LEKELER VAR.	Happy
zamaninda sorunsuz teslim,teşekkür ederim.	Happy
Gelen DVD üzerinde bir sürü çizik vardı. Bu ürünü çok temiz olarak nitelendirmemek lazım.	Neutral
Nazik bir satıcı; ancak kusurlu ürün gönderdi.	Neutral
ÜRÜN ZAMANINDA GELDİ.TEŞEKKÜR EDERİM	Happy
Faydası yok aynı şekil devam ..	Happy
hal nerede bilmiyorum kargom	Sad
Ürün ü göndermediler beni oyaladılar	Sad
Ürün güzel. Ancak, fermuarının motoru çıktı. Kontrolü iyi yapılmamış. Bilginize.	Neutral
Teşekkür ederim sürekli kullandığım klasik bir parfüm.	Happy
Siyah seçtik Kahverengi ayakkabı gonderdıler.. Tavsiye edilmez.	Sad
Faturasız ürün geldi.	Happy
Çok geç geldi.	Neutral
Olmadı gerektiği gibi	Sad
özenli kargo teşekkürler	Happy
BU GÜZEL OBJE İÇİN TEŞEKKÜRLERİMLE...	Happy
Ürünü dün vermiştim siparişi bugün elime ulaştı hızlı kargo için tşkler...	Happy
İstediğimiz gibi çıkmadı	Sad
.	Happy
Kargo hızlı geldi ama oyun kutusunun paketi hasarlı idi. Ambalajı açınca fark ettim. Kargo firmasında hasar görmüş de olabilir. Baloncuklu poşetle kutulanarak gönderilseydi köşelerden ezilmezdi. Gönderimi yaparken daha özenli olabilirsiniz.	Neutral
Gerçek kondisyonlar, hızlı ve sorunsuz sipariş. Teşekkürler	Happy
Hızlı kargo sorunsuz ürün ve teslimat	Happy
2 tane sipariş etmiştik biri siyah biri altın rengi olacaktı ikisi de altın rengi gelmiş ayrıca ikisini tek olarak paketlemedikleri için 2 kargo ücreti verdik	Sad
